title	pub_year	authors	journal	abstract	url	num_citations
Robustness of Embryonic Patterning	2002.0	['Naama Barkai']	Aps march meeting abstracts	Developmental patterning proceeds reliably despite natural fluctuations in the expression levels of genes and changes in gene dosage. Patterning mechanisms that rely on morphogen gradients generally involve a network of feedback loops, which buffer against such perturbations. Although most components of the patterning networks have been identified and characterized, quantitative and mechanistic understanding of how their functions are integrated to achieve robustness is still missing. Here, we report a quantitative study of a morphogen gradient, determining cell fates in the fruit-fly embryo. We find that differential protein cleavage, coupled with selective diffusion, defines a robust system which can adjust to large variations in levels of the different protein components. The mechanism underlying robustness relies on the convergence of the signaling profile to a finite distribution, which in most regions is …	https://ui.adsabs.harvard.edu/abs/2002APS..MAR.D2002B/abstract	0
Robuste amplification dans les réseaux adaptifs de transduction du signal	2001.0	['Naama Barkai', 'Uri Alon', 'Stanislas Leibler']	Academie des sciences paris comptes rendus serie physique astrophysique	Amplification of small changes in input signals is an essential feature of many biological signal transduction systems. An important problem is how sensitivity amplification can be reconciled with wide dynamic range of response. Here a general molecular mechanism is proposed, in which both high amplification and wide dynamic range of a sensory system is obtained, and this without fine-tuning of biochemical parameters. The amplification mechanism is based on inhibition of the enzymatic activity of the sensory complex. As an example, we show how this' inhibition-driven amplification'mechanism might function in the bacterial chemotaxis network, where it could explain several intriguing experimental observations connected with the existence of high gain, wide dynamic range and robust adaptation.	https://ui.adsabs.harvard.edu/abs/2001CRASP...2..871B/abstract	0
100 and 50 years ago	1998.0	['N Barkai', 'S Leibler']	Nature		https://ui.adsabs.harvard.edu/abs/1998Natur.393...19B/abstract	0
Generation and timing of graded responses to morphogen gradients		['Ben-zion Shilo', 'Shari Carmon', 'Felix Reinhard Helmut Jonas', 'Naama Barkai', 'Eyal Schejter']			https://weizmann.esploro.exlibrisgroup.com/esploro/outputs/acceptedManuscript/Generation-and-timing-of-graded-responses/993328210803596	0
Scaling of the BMP Morphogen Activation Gradient in Xenopus embryos		['Danny Ben-zvi', 'Ben-zion Shilo', 'Abraham Fainsod', 'Naama Barkai']		Figure S-1: The BMP patterning network.(ad): Patterning network in Drosophila (a, c) and Xenopus (b, d): The expression domains of the components comprising the BMP patterning network and the resulting BMP activation gradient are shown in ab. The interactions between components are shown in cd.(e): A schematic representation of the inhibition-based mechanism. Patterning is governed by an inhibition gradient established over a field of an activator. The activator may be uniformly distributed. Note that positive feedback of BMP expression may result in graded BMP expression as well, but this is not required for the generation of the gradient itself and does not constitute a main aspect of the patterning mechanism. d, l and v stand for Dorsal, Lateral and Ventral regions of the embryo. Inhibitor in gray, activator in black and the total activator (free and in complex) in dashed black.(f): A schematic representation of the shuttling-based mechanism. Patterning relies on physical translocation of the BMP ligands to the ventral region, leading to an activation gradient that arises primarily from the graded distribution of the BMP ligands themselves. Effective shuttling requires the binding of ligand to the inhibitor to facilitate its diffusion, and the release of the ligand by cleavage of the complex. Notations as in 1e.	https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.560.4677&rep=rep1&type=pdf	0
Commentary and Review		['Karen Usdin', 'Ines Hellmann', 'Yuan Mang', 'Zhiping Gu', 'Peter Li', 'M Francisco', 'Andrew G Clark', 'Rasmus Nielsen', 'Stefan Kirsch', 'Claudia Münch', 'Zhaoshi Jiang', 'Ze Cheng', 'Lin Chen', 'Christiane Batz', 'Evan E Eichler', 'Werner Schempp', 'Elizabeth A Grice', 'Heidi H Kong', 'Gabriel Renaud', 'Alice C Young', 'Robert W Blakesley', 'Tyra G Wolfsberg', 'Maria L Turner', 'Julia A Segre', 'Anton Valouev', 'Jeffrey Ichikawa', 'Thaisan Tonthat', 'Jeremy Stuart', 'Swati Ranade', 'Heather Peckham', 'Kathy Zeng', 'Joel A Malek', 'Gina Costa', 'Kevin Mckernan', 'Arend Sidow', 'Andrew Fire', 'Steven M Johnson', 'Jun S Song', 'Xingkun Liu', 'X Shirley Liu', 'Xiangwei He', 'Travis N Mavrich', 'Ilya P Ioshikhes', 'Bryan J Venters', 'Cizhong Jiang', 'Lynn P Tomsho', 'Ji Qi', 'Stephan C Schuster', 'Istvan Albert', 'B Franklin Pugh', 'Itay Tirosh', 'Naama Barkai', 'Gabriel Musso', 'Michael Costanzo', 'Manqin Huangfu', 'Andrew M Smith', 'Jadine Paw', 'Bryan-joseph San Luis', 'Charles Boone', 'Guri Giaever', 'Corey Nislow', 'Andrew Emili', 'Zhaolei Zhang']		1133 MethodsComparative proteogenomics: Combining mass spectrometry and comparative genomics to analyze multiple genomes Nitin Gupta, Jamal Benhamida, Vipul Bhargava, Daniel Goodman, Elisabeth Kain, Ian Kerman, Ngan Nguyen, Noah Ollikainen, Jesse Rodriguez, Jian Wang, Mary S. Lipton, Margaret Romine, Vineet Bafna, Richard D. Smith, and Pavel A. Pevzner	https://scholar.google.com/scholar?cluster=4489456052541115205&hl=en&oi=scholarr	0
Bioinformatics Advance Access published March 25, 2004		['Jan Ihmels', 'Sven Bergmann', 'Naama Barkai']		Motivation: Large-scale gene expression data comprising a variety of cellular conditions holds the promise of a global view on the transcription program. While conventional clustering algorithms have been successfully applied to smaller datasets, the utility of many algorithms for the analysis of large-scale data is limited by their inability to capture combinatorial and conditionspecific co-regulation. In addition, there is an increasing need to integrate the rapidly accumulating body of other high-throughput biological data with the expression analysis. In a previous work, we introduced the Signature Algorithm, which overcomes the problems of conventional clustering and allows for intuitive integration of additional biological data. However, the applicability of this approach to global analyses is constrained by the comprehensiveness of relevant external data and by its lacking capability of capturing hierarchical organization of the transcription network.Methods: We present a novel method for the analysis of large-scale expression data, which assigns genes into context-dependent and potentially overlapping regulatory units. We introduce the notion of a transcription module as a self-consistent regulatory unit consisting of a set of coregulated genes as well as the experimental conditions that induce their co-regulation. Selfconsistency is defined by a rigorous mathematical criterion. We propose an efficient algorithm to identify such modules, which is based on the iterative application of the signature algorithm we proposed previously. A threshold parameter that determines the resolution of the modular decomposition is introduced.Results: The method is …	https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.48&rep=rep1&type=pdf	0
Thesis for the degree		['Naama Barkai']		Maintaining nutrient homeostasis is a major challenge to living cells, and important part in this process is monitoring the level of the available nutrients. The cell can use external sensing by using specialized receptors on the cell membrane, which bind the available nutrient or internal sensing by directly monitoring the level of internal nutrients. We realized that such regulation may impair the cells ability to sense environmental changes. How can cells use intracellular sensing but yet maintain the ability to sense environmental changes? Theoretical analysis suggested that a dualtransporters system enables cells to prepare in advance for nutrient depletion. When nutrient abundant the cells use the low affinity transporters until the nutrient outside deplete to the Kd of the low affinity transporters. At this point the relevant starvation response is activated and this activates the expression of the high affinity transporters and …	https://scholar.google.com/scholar?cluster=11134178450980873013&hl=en&oi=scholarr	0
The next issue of this journal		['Arne Skerra', 'Bruce Tidor', 'Francois Baneyx', 'Stephen Hewitt', 'Mark Bradley', 'Eric Davidson', 'Lucy Shapiro', 'Ruedi Aebersold', 'Mike Tyers', 'Stuart Kim', 'Naama Barkai', 'Bernhard Palsson', 'Ilya Shmulevich']			https://scholar.google.com/scholar?cluster=13374994348590842780&hl=en&oi=scholarr	0
The next issue of this journal Genetics of system biology		['Kristin C Gunsalus', 'Kahn Rhrissorrakrai', 'Lily S Cheung', 'Trudi Schüpbach', 'Stanislav Y Shvartsman', 'Jayme M Johnson', 'Meng Jin', 'Daniel J Lewa', 'Danny Ben-zvi', 'Ben-zion Shilo', 'Naama Barkai', 'P Reuven', 'A Eldar', 'Zeba Wunderlich', 'Angela H Depace', 'O Shaya', 'D Sprinzak', 'Jean-louis Plouhinec', 'Lise Zakin', 'Edward M De Robertis', 'Sarah G Leinwand', 'Sreekanth H Chalasani', 'Alexander Loewer', 'Galit Lahav', 'Kirsten Ten Tusscher', 'Ben Scheres', 'Eric L Van Nostrand', 'Stuart K Kim', 'Suzanne Eaton', 'Frank Jülicher', 'O Wartlick', 'M González–gaitán', 'Nathalie Q Balaban', 'Marcos Nahmad', 'Arthur D Lander']			https://scholar.google.com/scholar?cluster=3645741186601718868&hl=en&oi=scholarr	0
